ID,TITLE,URL,PUBLISHER,CATEGORY,STORY,HOSTNAME,TIMESTAMP
24,"China's trade deficit and structural worries in Europe, among the main issues",http://www.fxstreet.com/analysis/strategic-currency-briefing/2014/03/10/,FXstreet.com,b,dPhGU51DcrolUIMxbRm0InaHGA2XM,www.fxstreet.com,1.39447E+12
25,10 Things You Need To Know This Morning,http://www.businessinsider.com/opening-bell-monday-10-2014-3,Business Insider,b,dPhGU51DcrolUIMxbRm0InaHGA2XM,www.businessinsider.com,1.39447E+12
26,ECB's Noyer not Happy With Euro Strength -- Update,http://online.wsj.com/article/BT-CO-20140310-705733.html,Wall Street Journal,b,dPhGU51DcrolUIMxbRm0InaHGA2XM,online.wsj.com,1.39447E+12
27,Eurozone banks' sovereign exposure hits new high,http://www.ekathimerini.com/4dcgi/_w_articles_wsite2_1_10/03/2014_538029,Kathimerini,b,dPhGU51DcrolUIMxbRm0InaHGA2XM,www.ekathimerini.com,1.39447E+12
28,ECB to reveal bad loan hurdles for euro zone bank test,http://www.irishtimes.com/business/sectors/financial-services/ecb-to-reveal-bad-loan-hurdles-for-euro-zone-bank-test-1.1719128,Irish Times,b,dPhGU51DcrolUIMxbRm0InaHGA2XM,www.irishtimes.com,1.39447E+12
29,Forex Market: EUR/USD retreats from 2-1/2-year highs as stronger euro seen  ...,http://www.binarytribune.com/2014/03/10/forex-market-eurusd-retreats-from-2-12-year-highs-as-stronger-euro-seen-creating-pressure-on-economy/,Binary Tribune,b,dPhGU51DcrolUIMxbRm0InaHGA2XM,www.binarytribune.com,1.39447E+12
92922,Samsung Galaxy Ace Style – Top 2014 Cheap Smartphone,http://culturemob.com/samsung-galaxy-ace-style-top-2014-cheap-smartphone,CultureMob \(blog\),t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,culturemob.com,1.39699E+12
92923,Samsung Galaxy Note 2( N7100) vs LG Nexus 5 (16 GB) :LG Nexus 5 wins,http://www.aegindia.org/2014/04/samsung-galaxy-note-2-n7100-vs-lg-nexus-5-16-gb-lg-nexus-5-wins/2149936.html,AEG India,t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,www.aegindia.org,1.39699E+12
92924,Samsung announces budget KitKat smartphone,http://www.cable.co.uk/news/samsung-announces-budget-kitkat-smartphone-801710630/,Cable.co.uk,t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,www.cable.co.uk,1.39699E+12
92925,Samsung adds Galaxy Ace Style to portfolio,http://www.mobilenewscwp.co.uk/2014/04/08/samsung-adds-galaxy-ace-style-to-smartphone-portfolio/,Mobile News,t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,www.mobilenewscwp.co.uk,1.39699E+12
92926,Galaxy S5: Samsung Sues Electronic Times Over Negative Reviews,http://www.technewsplus.com/samsung-sues-korean-newspaper-for-negative-reviews-on-galaxy-s5/1970/,Tech News Plus,t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,www.technewsplus.com,1.39699E+12
92927,"Samsung Galaxy S3 Neo India Price Revealed; Availability, Specification Details",http://www.ibtimes.co.in/articles/547173/20140408/samsung-galaxy-s3-neo-india-price-availability.htm,"International Business Times, India Edition",t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,www.ibtimes.co.in,1.39699E+12
92928,"Samsung Galaxy Ace Style arrives, thinks it's down with the kids",http://www.techradar.com/news/phone-and-communications/mobile-phones/samsung-galaxy-ace-style-arrives-thinks-it-s-down-with-the-kids-1240619,TechRadar UK,t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,www.techradar.com,1.39699E+12
92929,"Samsung intros Galaxy Ace Style, a mid-range 4″ KitKat cutie",http://gearburn.com/2014/04/samsung-intros-galaxy-ace-style-a-mid-range-4-kitkat-cutie/,gearburn,t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,gearburn.com,1.39699E+12
92930,Samsung Galaxy S3 Neo Officially Available At Rs. 26200: Top 7 Attractive  ...,http://www.gizbot.com/mobile/samsung-galaxy-s3-neo-midrange-phone-best-price-online-deals-buy-india-016562.html,Gizbot,t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,www.gizbot.com,1.39699E+12
92931,M-Edge Samsung Galaxy S5 Cases Coming Soon,http://www.itbusinessnet.com/article/M-Edge-Samsung-Galaxy-S5-Cases-Coming-Soon-3170595,IT Business Net,t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,www.itbusinessnet.com,1.39699E+12
92932,Samsung Galaxy Ace Style Confirmed for Worldwide Release This Month,http://www.androidheadlines.com/2014/04/samsung-galaxy-ace-style-confirmed-worldwide-release-month.html,Android Headlines - Android News,t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,www.androidheadlines.com,1.39699E+12
92933,Kitkat Powered Samsung GALAXY ACE Style Is Now Official,http://www.techtree.com/content/news/5904/kitkat-powered-samsung-galaxy-ace-style-official.html,Techtree.com,t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,www.techtree.com,1.39699E+12
92934,Samsung Galaxy Ace Style: Entry Level Android KitKat Smartphone Goes Official,http://www.gizbot.com/mobile/samsung-galaxy-ace-style-entry-level-kitkat-smartphone-goes-official-016561.html,Gizbot,t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,www.gizbot.com,1.39699E+12
92935,Samsung Galaxy S5 confirmed to be priced at INR 51500 in India: Reports,http://www.androidos.in/2014/04/samsung-galaxy-s5-confirmed-priced-inr-51500-india-reports/,AndroidOS.in,t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,www.androidos.in,1.39699E+12
92936,Samsung Galaxy S5: 10 things you probably didn't know,http://www.pocket-lint.com/news/128333-samsung-galaxy-s5-10-things-you-probably-didn-t-know,Pocket-lint.com,t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,www.pocket-lint.com,1.39699E+12
92937,Samsung Galaxy S3 Neo pricing revealed,http://tech.firstpost.com/news-analysis/samsung-galaxy-s3-neo-launched-rs-26200-221327.html,Firstpost,t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,tech.firstpost.com,1.39699E+12
92938,Samsung Galaxy Ace Style launched with Android 4.4 KitKat: Features  ...,http://www.bgr.in/manufacturers/samsung/samsung-galaxy-ace-style-launched-with-android-4-4-kitkat-features-specifications-and-comparison-hr414/,BGR India,t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,www.bgr.in,1.39699E+12
92939,Samsung Galaxy Ace Style with Android 4 4 KitKat launched,http://post.jagran.com/samsung-galaxy-ace-style-with-android-4-4-kitkat-launched-1396941294,Jagran Post,t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,post.jagran.com,1.39699E+12
92940,Samsung Galaxy Ace Style: Low price mid-range phone launched,http://mobiles.sulekha.com/samsung-galaxy-ace-style-low-price-mid-range-phone-launched_news_715,Sulekha.com,t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,mobiles.sulekha.com,1.39699E+12
92941,Galaxy S3 Neo goes on sale as Samsung cuts Note 3 Neo price in India,http://www.androidos.in/2014/04/galaxy-s3-neo-goes-sale-samsung-cuts-note-3-neo-price-india/,AndroidOS.in,t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,www.androidos.in,1.39699E+12
92942,New Samsung Galaxy S5 Promo used by Verizon to attract customers,http://thefadaily.com/technology-22/new-samsung-galaxy-s5-promo-used-by-verizon-to-attract-customers-453.html,The FA Daily,t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,thefadaily.com,1.39699E+12
92943,Samsung Galaxy Note 4 specs leaked; might compete with Apple's rumoured 5.5  ...,http://ibnlive.in.com/news/samsung-galaxy-note-4-specs-leaked-might-compete-with-apples-rumoured-55inch-iphone/463437-11.html,IBNLive,t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,ibnlive.in.com,1.39699E+12
92944,Samsung Launches Galaxy ACE Style With Android KitKat 4.4,http://www.techvorm.com/samsung-launches-galaxy-ace-style-android-kitkat-4-4/,TechVorm,t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,www.techvorm.com,1.39699E+12
92945,Top 5 Samsung Galaxy Note 4 Confirmed Features on Release Date,http://au.ibtimes.com/articles/547149/20140408/samsung-galaxy-note-4-specs-features-release.htm,International Business Times AU,t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,au.ibtimes.com,1.39699E+12
92946,Samsung Galaxy Ace Style with Android KitKat OS to Hit Global Markets this Month,http://www.ibtimes.co.in/articles/547148/20140408/samsung-galaxy-ace-style-android-kitkat-launch.htm,"International Business Times, India Edition",t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,www.ibtimes.co.in,1.39699E+12
92947,The updates for Samsung Galaxy S3 Android 4.4 KitKat is still MIA,http://thefadaily.com/technology-22/the-updates-for-samsung-galaxy-s3-android-4-4-kitkat-is-still-mia-451.html,The FA Daily,t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,thefadaily.com,1.39699E+12
92948,WSJ Review: Samsung Galaxy S5,http://blogs.wsj.com/korearealtime/2014/04/08/wsj-review-samsung-galaxy-s5/,Wall Street Journal \(blog\),t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,blogs.wsj.com,1.39699E+12
92949,"Samsung Galaxy Ace Style is official, goes on sale this month",http://www.androidos.in/2014/04/samsung-galaxy-ace-style-official-goes-sale-month/,AndroidOS.in,t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,www.androidos.in,1.39699E+12
92950,Samsung Galaxy Ace Style Gets Official,http://www.geeky-gadgets.com/samsung-galaxy-ace-style-gets-official-08-04-2014/,Geeky gadgets,t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,www.geeky-gadgets.com,1.39699E+12
92951,Samsung Galaxy S5 heart rate monitor vs heart rate sensing app running on  ...,http://www.bgr.in/manufacturers/samsung/samsung-galaxy-s5-heart-rate-monitor-vs-heart-rate-sensing-app-running-on-galaxy-s4-and-iphone-5s-video/,BGR India,t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,www.bgr.in,1.39699E+12
92952,Samsung Galaxy Ace Style Launched,http://www.ubergizmo.com/2014/04/samsung-galaxy-ace-style-launched/,Ubergizmo,t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,www.ubergizmo.com,1.39699E+12
92953,Samsung Galaxy S3 Neo with 4.8-inch HD display launched at Rs. 26200,http://gadgets.ndtv.com/mobiles/news/samsung-galaxy-s3-neo-with-48-inch-hd-display-launched-at-rs-26200-505787,NDTV,t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,gadgets.ndtv.com,1.39699E+12
92954,The First 14 Apps You Have To Download For Your New Samsung Galaxy S5,http://www.sfgate.com/technology/businessinsider/article/The-First-14-Apps-You-Have-To-Download-For-Your-5384406.php,SFGate,t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,www.sfgate.com,1.39699E+12
92955,"Samsung Galaxy Note 4: Specs leak, price too early to speak",http://mobiles.sulekha.com/samsung-galaxy-note-4-specs-leak-price-too-early-to-speak_news_714,Sulekha.com,t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,mobiles.sulekha.com,1.39699E+12
92956,Samsung Galaxy S5 India Price Revealed Ahead of 11 April Release: Report,http://www.ibtimes.co.in/articles/547120/20140408/samsung-galaxy-s5-india-price-april-release.htm,"International Business Times, India Edition",t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,www.ibtimes.co.in,1.39699E+12
92957,Midrange Galaxy Ace Style smartphone unveiled by Samsung,http://thefadaily.com/technology-22/midrange-galaxy-ace-style-smartphone-unveiled-by-samsung-447.html,The FA Daily,t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,thefadaily.com,1.39699E+12
92958,Review: Samsung Galaxy S 5 is the best Galaxy smart phone yet,http://www.foxnews.com/tech/2014/04/07/review-samsung-galaxy-s-5-is-best-galaxy-smart-phone-yet/,Fox News,t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,www.foxnews.com,1.39699E+12
92959,Samsung Galaxy S5 Is the Upgrade You Can Skip,http://mashable.com/2014/04/08/samsung-galaxy-s5-review/\?utm_medium=feed&amp;utm_source=rss,Mashable,t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,mashable.com,1.39699E+12
92960,Ed Baig: Hands on with the new Galaxy S 5,http://www.usatoday.com/videos/tech/columnist/baig/2014/04/08/7450855/,USA TODAY,t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,www.usatoday.com,1.39699E+12
92961,Samsung Galaxy S5 vs Sony Xperia Z2: Price & Specification Comparison,http://www.gamerheadlines.com/2014/04/samsung-galaxy-s5-vs-sony-xperia-z2-price-specification-comparison/,The Gamer Headlines,t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,www.gamerheadlines.com,1.39699E+12
92962,Buy-one-get-one free Samsung Galaxy S5,http://articles.sun-sentinel.com/2014-04-07/features/sfl-buy-one-get-one-free-samsung-galaxy-s5-verizon-20140407_1_fingerprint-scanner-verizon-deal-htc,Sun-Sentinel,t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,articles.sun-sentinel.com,1.39699E+12
92963,Galaxy S5 vs Nexus 5 specs comparison,http://www.theinquirer.net/inquirer/review/2337232/galaxy-s5-vs-nexus-5-specs-comparison,Inquirer,t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,www.theinquirer.net,1.39699E+12
92964,Samsung Galaxy S5 Zoom specs revealed,http://www.afterdawn.com/news/article.cfm/2014/04/05/samsung_galaxy_s5_zoom_specs_revealed\?utm_source=feedburner&amp;utm_medium=feed&amp;utm_campaign=Feed%3A+afterdawn+(AfterDawn.com),Afterdawn.com,t,dl_hMP5W9n5HRaMnBjTH7XqdiGMTM,www.afterdawn.com,1.39699E+12
92965,Just having a 4K TV isn't enough to see Netflix's 4K streams,http://arstechnica.com/gadgets/2014/04/just-having-a-4k-tv-isnt-enough-to-see-netflixs-4k-streams/,Ars Technica,t,dAQ_1McJbumqMjMeswMn8RZ7PpecM,arstechnica.com,1.39699E+12
92966,Netflix Offering 4K Video: Who Has Access and How Much?,http://wallstcheatsheet.com/technology/netflix-offering-4k-video-who-has-access-and-how-much.html/\?a=viewall,Wall St. Cheat Sheet,t,dAQ_1McJbumqMjMeswMn8RZ7PpecM,wallstcheatsheet.com,1.39699E+12
92967,Netflix streaming 'House of Cards' in 4k HEVC/H.265,http://hd-report.com/2014/04/08/netflix-streaming-house-of-cards-in-4k-hevch-265/,HD Report,t,dAQ_1McJbumqMjMeswMn8RZ7PpecM,hd-report.com,1.39699E+12
74556,How I Met Your Mother: What Happened in the Last Episode?,http://tvseriesfinale.com/tv-show/how-i-met-your-mother-what-happened-in-the-last-episode-32005/,TV Series Finale,e,dTNDcFkxpMIrspMnwiCGlmdKoRuiM,tvseriesfinale.com,1.39635E+12
74557,How I Met Your Mother ends a legendary run,http://www.cbs12.com/news/top-stories/stories/vid_14533.shtml,WPEC,e,dTNDcFkxpMIrspMnwiCGlmdKoRuiM,www.cbs12.com,1.39635E+12
74558,How I Met Your Mother 'Last Forever' Review,http://www.mstarz.com/articles/28407/20140331/met-mother-last-forever-review-kids.htm,Mstarz,e,dTNDcFkxpMIrspMnwiCGlmdKoRuiM,www.mstarz.com,1.39635E+12
74559,'Legendary' ending to How I Met Your Mother,http://www.theenterprisebulletin.com/2014/03/31/legendary-ending-to-how-i-met-your-mother,Collingwood Enterprise Bulletin,e,dTNDcFkxpMIrspMnwiCGlmdKoRuiM,www.theenterprisebulletin.com,1.39635E+12
74560,Kissing 'Mother' goodbye,http://www.philly.com/philly/blogs/dnhollywood/Kissing-the-Mother-goodbye.html,Philly.com \(blog\),e,dTNDcFkxpMIrspMnwiCGlmdKoRuiM,www.philly.com,1.39635E+12
74561,Review: 'How I Met Your Mother' finale ends in the worst way possible,http://www.tampabay.com/blogs/media/review-how-i-met-your-mother-finale-ends-in-the-worst-way-possible/2172846\?utm_source=feedburner&amp;utm_medium=feed&amp;utm_campaign=Feed%3A+tampabaycom%2Fblogs%2Fmedia+(The+Feed+%7C+tampabay.com),Tampabay.com \(blog\),e,dTNDcFkxpMIrspMnwiCGlmdKoRuiM,www.tampabay.com,1.39635E+12
74562,How I Met Your Mother Finale Watch: The Story Ends With 'Last Forever',http://www.cinemablend.com/television/How-I-Met-Your-Mother-Finale-Watch-Story-Ends-With-Last-Forever-63108.html,Cinema Blend,e,dTNDcFkxpMIrspMnwiCGlmdKoRuiM,www.cinemablend.com,1.39635E+12
74563,'How I Met Your Mother' Series Finale Recap: Ted Finally Finishes His Story,http://www.buddytv.com/articles/how-i-met-your-mother/how-i-met-your-mother-series-f-53123.aspx,BuddyTV,e,dTNDcFkxpMIrspMnwiCGlmdKoRuiM,www.buddytv.com,1.39635E+12
74564,How I Met Your Mother Series Finale: 10 Best Quotes,"http://www.people.com/people/article/0,,20802141,00.html",People Magazine,e,dTNDcFkxpMIrspMnwiCGlmdKoRuiM,www.people.com,1.39635E+12
74565,The final episode of 'How I Met Your Mother',http://nypost.com/2014/03/31/the-final-episode-of-how-i-met-your-mother/,New York Post,e,dTNDcFkxpMIrspMnwiCGlmdKoRuiM,nypost.com,1.39635E+12
74566,"'How I Met Your Mother' series finale: Ted Mosby, come blow your horn",http://blog.zap2it.com/frominsidethebox/2014/03/how-i-met-your-mother-series-finale-ted-mosby-come-blow-your-horn.html,Zap2it.com \(blog\),e,dTNDcFkxpMIrspMnwiCGlmdKoRuiM,blog.zap2it.com,1.39635E+12
74567,'How I Met Your Mother' finale: Legen ... wait for it ... dary?,http://www.nj.com/entertainment/tv/index.ssf/2014/03/how_i_met_your_mother_finale_is_the_mother_dead.html,NJ.com,e,dTNDcFkxpMIrspMnwiCGlmdKoRuiM,www.nj.com,1.39635E+12
74568,How 'Mother' met its ending,http://www.pnj.com/usatoday/article/7139369,Pensacola News Journal,e,dTNDcFkxpMIrspMnwiCGlmdKoRuiM,www.pnj.com,1.39635E+12
74569,'How I Met Your Mother' Series Finale Goes Far Into the Future -- With a Twist,http://www.hollywoodreporter.com/live-feed/how-i-met-your-mother-series-finale-692423,Hollywood Reporter,e,dTNDcFkxpMIrspMnwiCGlmdKoRuiM,www.hollywoodreporter.com,1.39635E+12
74570,Is 'How I Met Your Mother' The Best Ensemble Cast Show Ever?,http://www.contactmusic.com/article/how-i-met-your-mother-joins-best-shows-all-time_4133137,Contactmusic.com,e,dTNDcFkxpMIrspMnwiCGlmdKoRuiM,www.contactmusic.com,1.39635E+12
74571,Is 'How I Met Your Mother' REALLY over? -- EXCLUSIVE,http://insidetv.ew.com/2014/03/31/how-i-met-your-mother-really-over/,Entertainment Weekly,e,dTNDcFkxpMIrspMnwiCGlmdKoRuiM,insidetv.ew.com,1.39635E+12
74572,And that was how he met their mother,http://www.stltoday.com/entertainment/television/gail-pennington/and-that-was-how-he-met-their-mother/article_f943f234-5d34-58cf-86bd-fb34e1cc1493.html,STLtoday.com,e,dTNDcFkxpMIrspMnwiCGlmdKoRuiM,www.stltoday.com,1.39635E+12
74573,'How I Met Your Mother' Series Finale Revisits Pilot in Final Scene (Video),http://www.hollywoodreporter.com/live-feed/video-how-i-met-your-mother-series-finale-692450,Hollywood Reporter,e,dTNDcFkxpMIrspMnwiCGlmdKoRuiM,www.hollywoodreporter.com,1.39635E+12
74574,Finale for CBS TV comedy 'How I Met Your Mother' reveals the mystery,http://medicinehatnews.com/news/world-news/2014/03/31/finale-for-cbs-tv-comedy-how-i-met-your-mother-reveals-the-mystery/,Medicine Hat News,e,dTNDcFkxpMIrspMnwiCGlmdKoRuiM,medicinehatnews.com,1.39635E+12
74575,'How I Met Your Mother': Series Finale Recap,http://blogs.wsj.com/speakeasy/2014/03/31/how-i-met-your-mother-series-finale-recap/,Wall Street Journal \(blog\),e,dTNDcFkxpMIrspMnwiCGlmdKoRuiM,blogs.wsj.com,1.39635E+12
74576,"How I Met Your Mother Series Finale: A Wedding, A Divorce, And a Mother",http://www.usmagazine.com/entertainment/news/how-i-met-your-mother-series-finale-wedding-divorce-mother-2014313,Us Magazine,e,dTNDcFkxpMIrspMnwiCGlmdKoRuiM,www.usmagazine.com,1.39635E+12
74577,'How I Met Your Mother' Finale: The Mother's Name is Revealed!,http://www.justjared.com/2014/03/31/how-i-met-your-mother-finale-the-mothers-name-is-revealed/,Just Jared,e,dTNDcFkxpMIrspMnwiCGlmdKoRuiM,www.justjared.com,1.39635E+12
74578,How I Met Your Mother Co-Creator Carter Bays Discusses Series Finale,http://www.kmbz.com/-How-I-Met-Your-Mother-Co-Creator-Carter-Bays-Disc/18707817,KMBZ,e,dTNDcFkxpMIrspMnwiCGlmdKoRuiM,www.kmbz.com,1.39635E+12
74579,'How I Met Your Mother's' Cobie Smulders on Finale: 'It's Come Full Circle' (Video),http://www.hollywoodreporter.com/live-feed/how-i-met-your-mother-series-finale-cobie-smulders-692455,Hollywood Reporter,e,dTNDcFkxpMIrspMnwiCGlmdKoRuiM,www.hollywoodreporter.com,1.39635E+12
74580,"Cobie Smulders talks HIMYM finale, planning the ending from the start",http://theslanted.com/2014/03/14414/cobie-smulders-talks-himym-finale-planning-ending-start/,The Slanted,e,dTNDcFkxpMIrspMnwiCGlmdKoRuiM,theslanted.com,1.39635E+12
74581,How I Met Your Mother Season 9 Finale Spoilers: Robin & Barney Marriage  ...,http://www.theepochtimes.com/n3/594040-how-i-met-your-mother-season-9-finale-2/,The Epoch Times,e,dTNDcFkxpMIrspMnwiCGlmdKoRuiM,www.theepochtimes.com,1.39635E+12
